label,name,cluster_annotation_term_set_label,parent_term_label,parent_term_set_label,term_set_order,term_order,cluster_annotation_term_set_name,color_hex_triplet,number_of_cells,description
CS202210140_656,CBI_301_162,CCN202210140_SUBC,CS202210140_302,CCN202210140_CLUS,2,2,subcluster,#316C69,38,Cerebellar inhibitory (subcluster 162)
CS202210140_657,Splat_409_163,CCN202210140_SUBC,CS202210140_410,CCN202210140_CLUS,2,0,subcluster,#C2C97E,79,Splatter (subcluster 163)
CS202210140_658,Splat_409_164,CCN202210140_SUBC,CS202210140_410,CCN202210140_CLUS,2,1,subcluster,#BB3958,798,Splatter (subcluster 164)
CS202210140_659,Splat_409_165,CCN202210140_SUBC,CS202210140_410,CCN202210140_CLUS,2,2,subcluster,#397B3E,830,Splatter (subcluster 165)
CS202210140_660,Splat_409_166,CCN202210140_SUBC,CS202210140_410,CCN202210140_CLUS,2,3,subcluster,#7B46CC,4595,Splatter (subcluster 166)
CS202210140_661,Splat_409_167,CCN202210140_SUBC,CS202210140_410,CCN202210140_CLUS,2,4,subcluster,#3EB8B5,93,Splatter (subcluster 167)
CS202210140_662,Splat_238_168,CCN202210140_SUBC,CS202210140_239,CCN202210140_CLUS,2,0,subcluster,#52C1C3,897,Splatter (subcluster 168)
CS202210140_663,Splat_238_169,CCN202210140_SUBC,CS202210140_239,CCN202210140_CLUS,2,1,subcluster,#3CBE33,319,Splatter (subcluster 169)
CS202210140_664,Splat_238_170,CCN202210140_SUBC,CS202210140_239,CCN202210140_CLUS,2,2,subcluster,#C154E2,1033,Splatter (subcluster 170)
CS202210140_665,Splat_238_171,CCN202210140_SUBC,CS202210140_239,CCN202210140_CLUS,2,3,subcluster,#2C4CBC,1588,Splatter (subcluster 171)
CS202210140_666,Splat_238_172,CCN202210140_SUBC,CS202210140_239,CCN202210140_CLUS,2,4,subcluster,#987C81,1074,Splatter (subcluster 172)
CS202210140_667,Splat_238_173,CCN202210140_SUBC,CS202210140_239,CCN202210140_CLUS,2,5,subcluster,#C4BD2E,1402,Splatter (subcluster 173)
CS202210140_668,Splat_238_174,CCN202210140_SUBC,CS202210140_239,CCN202210140_CLUS,2,6,subcluster,#D3C8AD,81,Splatter (subcluster 174)
CS202210140_669,Splat_238_175,CCN202210140_SUBC,CS202210140_239,CCN202210140_CLUS,2,7,subcluster,#BE3532,128,Splatter (subcluster 175)
CS202210140_670,Splat_238_176,CCN202210140_SUBC,CS202210140_239,CCN202210140_CLUS,2,8,subcluster,#493735,759,Splatter (subcluster 176)
CS202210140_671,Splat_237_177,CCN202210140_SUBC,CS202210140_238,CCN202210140_CLUS,2,0,subcluster,#34C83D,118,Splatter (subcluster 177)
CS202210140_672,Splat_238_178,CCN202210140_SUBC,CS202210140_239,CCN202210140_CLUS,2,9,subcluster,#D7258A,370,Splatter (subcluster 178)
CS202210140_673,Splat_237_179,CCN202210140_SUBC,CS202210140_238,CCN202210140_CLUS,2,1,subcluster,#C736C1,212,Splatter (subcluster 179)
CS202210140_674,Splat_237_180,CCN202210140_SUBC,CS202210140_238,CCN202210140_CLUS,2,2,subcluster,#5773BC,159,Splatter (subcluster 180)
CS202210140_675,Splat_237_181,CCN202210140_SUBC,CS202210140_238,CCN202210140_CLUS,2,3,subcluster,#A7B73C,317,Splatter (subcluster 181)
CS202210140_676,Splat_237_182,CCN202210140_SUBC,CS202210140_238,CCN202210140_CLUS,2,4,subcluster,#D14644,303,Splatter (subcluster 182)
CS202210140_677,Splat_237_183,CCN202210140_SUBC,CS202210140_238,CCN202210140_CLUS,2,5,subcluster,#494034,237,Splatter (subcluster 183)
CS202210140_678,Splat_237_184,CCN202210140_SUBC,CS202210140_238,CCN202210140_CLUS,2,6,subcluster,#2F1DBA,419,Splatter (subcluster 184)
CS202210140_679,Splat_237_185,CCN202210140_SUBC,CS202210140_238,CCN202210140_CLUS,2,7,subcluster,#C6BCAD,150,Splatter (subcluster 185)
CS202210140_680,Splat_425_186,CCN202210140_SUBC,CS202210140_426,CCN202210140_CLUS,2,0,subcluster,#2CCFDF,139,Splatter (subcluster 186)
CS202210140_681,MGE_245_187,CCN202210140_SUBC,CS202210140_246,CCN202210140_CLUS,2,0,subcluster,#507D9B,103,MGE interneuron (subcluster 187)
CS202210140_682,MGE_245_188,CCN202210140_SUBC,CS202210140_246,CCN202210140_CLUS,2,1,subcluster,#4628C5,306,MGE interneuron (subcluster 188)
CS202210140_683,MGE_245_189,CCN202210140_SUBC,CS202210140_246,CCN202210140_CLUS,2,2,subcluster,#3EC32E,181,MGE interneuron (subcluster 189)
CS202210140_684,MGE_245_190,CCN202210140_SUBC,CS202210140_246,CCN202210140_CLUS,2,3,subcluster,#BA353F,43,MGE interneuron (subcluster 190)
CS202210140_685,Splat_235_191,CCN202210140_SUBC,CS202210140_236,CCN202210140_CLUS,2,0,subcluster,#2D2DC1,358,Splatter (subcluster 191)
CS202210140_686,Splat_235_192,CCN202210140_SUBC,CS202210140_236,CCN202210140_CLUS,2,1,subcluster,#BDCD2E,251,Splatter (subcluster 192)
CS202210140_687,Splat_235_193,CCN202210140_SUBC,CS202210140_236,CCN202210140_CLUS,2,2,subcluster,#2C4640,350,Splatter (subcluster 193)
CS202210140_688,Splat_235_194,CCN202210140_SUBC,CS202210140_236,CCN202210140_CLUS,2,3,subcluster,#D5CB9D,264,Splatter (subcluster 194)
CS202210140_689,Splat_235_195,CCN202210140_SUBC,CS202210140_236,CCN202210140_CLUS,2,4,subcluster,#A036C6,384,Splatter (subcluster 195)
CS202210140_690,Splat_235_196,CCN202210140_SUBC,CS202210140_236,CCN202210140_CLUS,2,5,subcluster,#ACA4D4,85,Splatter (subcluster 196)
CS202210140_691,Splat_235_197,CCN202210140_SUBC,CS202210140_236,CCN202210140_CLUS,2,6,subcluster,#31D4A9,190,Splatter (subcluster 197)
CS202210140_692,Splat_235_198,CCN202210140_SUBC,CS202210140_236,CCN202210140_CLUS,2,7,subcluster,#3CB434,487,Splatter (subcluster 198)
CS202210140_693,Splat_235_199,CCN202210140_SUBC,CS202210140_236,CCN202210140_CLUS,2,8,subcluster,#457FC2,634,Splatter (subcluster 199)
CS202210140_694,Splat_235_200,CCN202210140_SUBC,CS202210140_236,CCN202210140_CLUS,2,9,subcluster,#94551F,371,Splatter (subcluster 200)
CS202210140_695,MGE_254_201,CCN202210140_SUBC,CS202210140_255,CCN202210140_CLUS,2,0,subcluster,#2EC743,405,MGE interneuron (subcluster 201)
CS202210140_696,MGE_254_202,CCN202210140_SUBC,CS202210140_255,CCN202210140_CLUS,2,1,subcluster,#C37DB3,644,MGE interneuron (subcluster 202)
CS202210140_697,MGE_254_203,CCN202210140_SUBC,CS202210140_255,CCN202210140_CLUS,2,2,subcluster,#8CAF35,994,MGE interneuron (subcluster 203)
CS202210140_698,MGE_254_204,CCN202210140_SUBC,CS202210140_255,CCN202210140_CLUS,2,3,subcluster,#B92AB6,89,MGE interneuron (subcluster 204)
CS202210140_699,MGE_254_205,CCN202210140_SUBC,CS202210140_255,CCN202210140_CLUS,2,4,subcluster,#C23D3F,1121,MGE interneuron (subcluster 205)
CS202210140_700,MGE_254_206,CCN202210140_SUBC,CS202210140_255,CCN202210140_CLUS,2,5,subcluster,#B7DBB9,1144,MGE interneuron (subcluster 206)
CS202210140_701,MGE_254_207,CCN202210140_SUBC,CS202210140_255,CCN202210140_CLUS,2,6,subcluster,#3AB2C4,797,MGE interneuron (subcluster 207)
CS202210140_702,MGE_254_208,CCN202210140_SUBC,CS202210140_255,CCN202210140_CLUS,2,7,subcluster,#4540BE,861,MGE interneuron (subcluster 208)
CS202210140_703,MGE_254_209,CCN202210140_SUBC,CS202210140_255,CCN202210140_CLUS,2,8,subcluster,#DCBB50,553,MGE interneuron (subcluster 209)
CS202210140_704,MGE_253_210,CCN202210140_SUBC,CS202210140_254,CCN202210140_CLUS,2,0,subcluster,#2A42A2,678,MGE interneuron (subcluster 210)
CS202210140_705,MGE_253_211,CCN202210140_SUBC,CS202210140_254,CCN202210140_CLUS,2,1,subcluster,#3ACA4B,755,MGE interneuron (subcluster 211)
CS202210140_706,MGE_253_212,CCN202210140_SUBC,CS202210140_254,CCN202210140_CLUS,2,2,subcluster,#C43B40,637,MGE interneuron (subcluster 212)
CS202210140_707,MGE_253_213,CCN202210140_SUBC,CS202210140_254,CCN202210140_CLUS,2,3,subcluster,#D078D2,722,MGE interneuron (subcluster 213)
CS202210140_708,MGE_253_214,CCN202210140_SUBC,CS202210140_254,CCN202210140_CLUS,2,4,subcluster,#55BEC1,779,MGE interneuron (subcluster 214)
CS202210140_709,MGE_252_215,CCN202210140_SUBC,CS202210140_253,CCN202210140_CLUS,2,0,subcluster,#B6BBC8,237,MGE interneuron (subcluster 215)
CS202210140_710,MGE_253_216,CCN202210140_SUBC,CS202210140_254,CCN202210140_CLUS,2,5,subcluster,#403528,627,MGE interneuron (subcluster 216)
CS202210140_711,MGE_253_217,CCN202210140_SUBC,CS202210140_254,CCN202210140_CLUS,2,6,subcluster,#BAB634,669,MGE interneuron (subcluster 217)
CS202210140_712,MGE_252_218,CCN202210140_SUBC,CS202210140_253,CCN202210140_CLUS,2,1,subcluster,#45C134,1104,MGE interneuron (subcluster 218)
CS202210140_713,MGE_253_219,CCN202210140_SUBC,CS202210140_254,CCN202210140_CLUS,2,7,subcluster,#CCD7B8,425,MGE interneuron (subcluster 219)
CS202210140_714,MGE_254_220,CCN202210140_SUBC,CS202210140_255,CCN202210140_CLUS,2,9,subcluster,#2F392F,931,MGE interneuron (subcluster 220)
CS202210140_715,MGE_252_221,CCN202210140_SUBC,CS202210140_253,CCN202210140_CLUS,2,2,subcluster,#4D46E1,675,MGE interneuron (subcluster 221)
CS202210140_716,MGE_249_222,CCN202210140_SUBC,CS202210140_250,CCN202210140_CLUS,2,0,subcluster,#3A28CC,841,MGE interneuron (subcluster 222)
CS202210140_717,MGE_252_223,CCN202210140_SUBC,CS202210140_253,CCN202210140_CLUS,2,3,subcluster,#C0D73F,1726,MGE interneuron (subcluster 223)
CS202210140_718,MGE_252_224,CCN202210140_SUBC,CS202210140_253,CCN202210140_CLUS,2,4,subcluster,#598C81,1791,MGE interneuron (subcluster 224)
CS202210140_719,MGE_252_225,CCN202210140_SUBC,CS202210140_253,CCN202210140_CLUS,2,5,subcluster,#53338C,1821,MGE interneuron (subcluster 225)
CS202210140_720,MGE_252_226,CCN202210140_SUBC,CS202210140_253,CCN202210140_CLUS,2,6,subcluster,#AD3433,1403,MGE interneuron (subcluster 226)
CS202210140_721,MGE_252_227,CCN202210140_SUBC,CS202210140_253,CCN202210140_CLUS,2,7,subcluster,#33D0C1,1414,MGE interneuron (subcluster 227)
CS202210140_722,MGE_252_228,CCN202210140_SUBC,CS202210140_253,CCN202210140_CLUS,2,8,subcluster,#D944C4,2278,MGE interneuron (subcluster 228)
CS202210140_723,MGE_252_229,CCN202210140_SUBC,CS202210140_253,CCN202210140_CLUS,2,9,subcluster,#383B24,1776,MGE interneuron (subcluster 229)
CS202210140_724,MGE_246_230,CCN202210140_SUBC,CS202210140_247,CCN202210140_CLUS,2,0,subcluster,#3F2BB8,174,MGE interneuron (subcluster 230)
CS202210140_725,MGE_246_231,CCN202210140_SUBC,CS202210140_247,CCN202210140_CLUS,2,1,subcluster,#3BAE25,170,MGE interneuron (subcluster 231)
CS202210140_726,MGE_246_232,CCN202210140_SUBC,CS202210140_247,CCN202210140_CLUS,2,2,subcluster,#DC433C,245,MGE interneuron (subcluster 232)
CS202210140_727,MGE_246_233,CCN202210140_SUBC,CS202210140_247,CCN202210140_CLUS,2,3,subcluster,#32D8CA,184,MGE interneuron (subcluster 233)
CS202210140_728,MGE_246_234,CCN202210140_SUBC,CS202210140_247,CCN202210140_CLUS,2,4,subcluster,#7D3735,202,MGE interneuron (subcluster 234)
CS202210140_729,MGE_246_235,CCN202210140_SUBC,CS202210140_247,CCN202210140_CLUS,2,5,subcluster,#C7BBB8,274,MGE interneuron (subcluster 235)
CS202210140_730,MGE_246_236,CCN202210140_SUBC,CS202210140_247,CCN202210140_CLUS,2,6,subcluster,#AFC544,121,MGE interneuron (subcluster 236)
CS202210140_731,MGE_246_237,CCN202210140_SUBC,CS202210140_247,CCN202210140_CLUS,2,7,subcluster,#BF2DBB,178,MGE interneuron (subcluster 237)
CS202210140_732,MGE_246_238,CCN202210140_SUBC,CS202210140_247,CCN202210140_CLUS,2,8,subcluster,#39D56C,272,MGE interneuron (subcluster 238)
CS202210140_733,MGE_246_239,CCN202210140_SUBC,CS202210140_247,CCN202210140_CLUS,2,9,subcluster,#5D8BCA,70,MGE interneuron (subcluster 239)
CS202210140_734,MGE_247_240,CCN202210140_SUBC,CS202210140_248,CCN202210140_CLUS,2,0,subcluster,#CDBD5F,206,MGE interneuron (subcluster 240)
CS202210140_735,MGE_247_241,CCN202210140_SUBC,CS202210140_248,CCN202210140_CLUS,2,1,subcluster,#3B404E,117,MGE interneuron (subcluster 241)
CS202210140_736,MGE_247_242,CCN202210140_SUBC,CS202210140_248,CCN202210140_CLUS,2,2,subcluster,#BF46BF,138,MGE interneuron (subcluster 242)
CS202210140_737,MGE_247_243,CCN202210140_SUBC,CS202210140_248,CCN202210140_CLUS,2,3,subcluster,#49C041,149,MGE interneuron (subcluster 243)
CS202210140_738,MGE_247_244,CCN202210140_SUBC,CS202210140_248,CCN202210140_CLUS,2,4,subcluster,#C6433E,116,MGE interneuron (subcluster 244)
CS202210140_739,MGE_247_245,CCN202210140_SUBC,CS202210140_248,CCN202210140_CLUS,2,5,subcluster,#4166C3,244,MGE interneuron (subcluster 245)
CS202210140_740,MGE_247_246,CCN202210140_SUBC,CS202210140_248,CCN202210140_CLUS,2,6,subcluster,#76D4CE,140,MGE interneuron (subcluster 246)
CS202210140_741,MGE_248_247,CCN202210140_SUBC,CS202210140_249,CCN202210140_CLUS,2,0,subcluster,#B779C6,314,MGE interneuron (subcluster 247)
CS202210140_742,MGE_248_248,CCN202210140_SUBC,CS202210140_249,CCN202210140_CLUS,2,1,subcluster,#43C9D2,358,MGE interneuron (subcluster 248)
CS202210140_743,MGE_248_249,CCN202210140_SUBC,CS202210140_249,CCN202210140_CLUS,2,2,subcluster,#C0C833,164,MGE interneuron (subcluster 249)
CS202210140_744,MGE_249_250,CCN202210140_SUBC,CS202210140_250,CCN202210140_CLUS,2,1,subcluster,#702C82,412,MGE interneuron (subcluster 250)
CS202210140_745,MGE_248_251,CCN202210140_SUBC,CS202210140_249,CCN202210140_CLUS,2,3,subcluster,#2F4FC1,123,MGE interneuron (subcluster 251)
CS202210140_746,MGE_248_252,CCN202210140_SUBC,CS202210140_249,CCN202210140_CLUS,2,4,subcluster,#33BC3E,261,MGE interneuron (subcluster 252)
CS202210140_747,MGE_248_253,CCN202210140_SUBC,CS202210140_249,CCN202210140_CLUS,2,5,subcluster,#C1D6B6,228,MGE interneuron (subcluster 253)
CS202210140_748,MGE_248_254,CCN202210140_SUBC,CS202210140_249,CCN202210140_CLUS,2,6,subcluster,#C03240,203,MGE interneuron (subcluster 254)
CS202210140_749,MGE_248_255,CCN202210140_SUBC,CS202210140_249,CCN202210140_CLUS,2,7,subcluster,#302E40,234,MGE interneuron (subcluster 255)
CS202210140_750,MGE_248_256,CCN202210140_SUBC,CS202210140_249,CCN202210140_CLUS,2,8,subcluster,#847C5E,322,MGE interneuron (subcluster 256)
CS202210140_751,MGE_252_257,CCN202210140_SUBC,CS202210140_253,CCN202210140_CLUS,2,10,subcluster,#D47953,1854,MGE interneuron (subcluster 257)
CS202210140_752,MGE_249_258,CCN202210140_SUBC,CS202210140_250,CCN202210140_CLUS,2,2,subcluster,#3ECB37,315,MGE interneuron (subcluster 258)
CS202210140_753,MGE_249_259,CCN202210140_SUBC,CS202210140_250,CCN202210140_CLUS,2,3,subcluster,#835027,702,MGE interneuron (subcluster 259)
CS202210140_754,MGE_249_260,CCN202210140_SUBC,CS202210140_250,CCN202210140_CLUS,2,4,subcluster,#5CD9A2,628,MGE interneuron (subcluster 260)
CS202210140_755,MGE_249_261,CCN202210140_SUBC,CS202210140_250,CCN202210140_CLUS,2,5,subcluster,#C948C6,751,MGE interneuron (subcluster 261)
CS202210140_756,MGE_249_262,CCN202210140_SUBC,CS202210140_250,CCN202210140_CLUS,2,6,subcluster,#204834,209,MGE interneuron (subcluster 262)
CS202210140_757,MGE_249_263,CCN202210140_SUBC,CS202210140_250,CCN202210140_CLUS,2,7,subcluster,#D14C4A,704,MGE interneuron (subcluster 263)
CS202210140_758,MGE_249_264,CCN202210140_SUBC,CS202210140_250,CCN202210140_CLUS,2,8,subcluster,#CEC733,308,MGE interneuron (subcluster 264)
CS202210140_759,MGE_249_265,CCN202210140_SUBC,CS202210140_250,CCN202210140_CLUS,2,9,subcluster,#3B8EC4,347,MGE interneuron (subcluster 265)
CS202210140_760,MGE_250_266,CCN202210140_SUBC,CS202210140_251,CCN202210140_CLUS,2,0,subcluster,#1FBC33,1287,MGE interneuron (subcluster 266)
CS202210140_761,MGE_249_267,CCN202210140_SUBC,CS202210140_250,CCN202210140_CLUS,2,10,subcluster,#C5C3C5,604,MGE interneuron (subcluster 267)
CS202210140_762,MGE_250_268,CCN202210140_SUBC,CS202210140_251,CCN202210140_CLUS,2,1,subcluster,#DB41CD,1206,MGE interneuron (subcluster 268)
CS202210140_763,MGE_250_269,CCN202210140_SUBC,CS202210140_251,CCN202210140_CLUS,2,2,subcluster,#3C3551,1454,MGE interneuron (subcluster 269)
CS202210140_764,MGE_250_270,CCN202210140_SUBC,CS202210140_251,CCN202210140_CLUS,2,3,subcluster,#B47E91,1751,MGE interneuron (subcluster 270)
CS202210140_765,MGE_250_271,CCN202210140_SUBC,CS202210140_251,CCN202210140_CLUS,2,4,subcluster,#7E35C9,1246,MGE interneuron (subcluster 271)
CS202210140_766,MGE_250_272,CCN202210140_SUBC,CS202210140_251,CCN202210140_CLUS,2,5,subcluster,#697C33,2576,MGE interneuron (subcluster 272)
CS202210140_767,MGE_250_273,CCN202210140_SUBC,CS202210140_251,CCN202210140_CLUS,2,6,subcluster,#46C4B1,2252,MGE interneuron (subcluster 273)
CS202210140_768,MGE_250_274,CCN202210140_SUBC,CS202210140_251,CCN202210140_CLUS,2,7,subcluster,#205ACB,1034,MGE interneuron (subcluster 274)
CS202210140_769,MGE_250_275,CCN202210140_SUBC,CS202210140_251,CCN202210140_CLUS,2,8,subcluster,#C4CFCA,2024,MGE interneuron (subcluster 275)
CS202210140_770,MGE_250_276,CCN202210140_SUBC,CS202210140_251,CCN202210140_CLUS,2,9,subcluster,#B9C83A,767,MGE interneuron (subcluster 276)
CS202210140_771,MGE_251_277,CCN202210140_SUBC,CS202210140_252,CCN202210140_CLUS,2,0,subcluster,#4032C1,533,MGE interneuron (subcluster 277)
CS202210140_772,MGE_251_278,CCN202210140_SUBC,CS202210140_252,CCN202210140_CLUS,2,1,subcluster,#583330,1178,MGE interneuron (subcluster 278)
CS202210140_773,MGE_251_279,CCN202210140_SUBC,CS202210140_252,CCN202210140_CLUS,2,2,subcluster,#36B342,1752,MGE interneuron (subcluster 279)
CS202210140_774,MGE_251_280,CCN202210140_SUBC,CS202210140_252,CCN202210140_CLUS,2,3,subcluster,#BC9231,7035,MGE interneuron (subcluster 280)
CS202210140_775,MGE_251_281,CCN202210140_SUBC,CS202210140_252,CCN202210140_CLUS,2,4,subcluster,#C448B4,2570,MGE interneuron (subcluster 281)
CS202210140_776,MGE_251_282,CCN202210140_SUBC,CS202210140_252,CCN202210140_CLUS,2,5,subcluster,#44B6C6,1300,MGE interneuron (subcluster 282)
CS202210140_777,MGE_250_283,CCN202210140_SUBC,CS202210140_251,CCN202210140_CLUS,2,10,subcluster,#BB3437,1007,MGE interneuron (subcluster 283)
CS202210140_778,MGE_251_284,CCN202210140_SUBC,CS202210140_252,CCN202210140_CLUS,2,6,subcluster,#C2D69C,2320,MGE interneuron (subcluster 284)
CS202210140_779,MGE_248_285,CCN202210140_SUBC,CS202210140_249,CCN202210140_CLUS,2,9,subcluster,#B41FBC,328,MGE interneuron (subcluster 285)
CS202210140_780,MGE_244_286,CCN202210140_SUBC,CS202210140_245,CCN202210140_CLUS,2,0,subcluster,#8A342A,151,MGE interneuron (subcluster 286)
CS202210140_781,MGE_244_287,CCN202210140_SUBC,CS202210140_245,CCN202210140_CLUS,2,1,subcluster,#33B3CB,176,MGE interneuron (subcluster 287)
CS202210140_782,MGE_244_288,CCN202210140_SUBC,CS202210140_245,CCN202210140_CLUS,2,2,subcluster,#B5D0BA,140,MGE interneuron (subcluster 288)
CS202210140_783,MGE_244_289,CCN202210140_SUBC,CS202210140_245,CCN202210140_CLUS,2,3,subcluster,#C5A340,194,MGE interneuron (subcluster 289)
CS202210140_784,MGE_244_290,CCN202210140_SUBC,CS202210140_245,CCN202210140_CLUS,2,4,subcluster,#BF4BC3,134,MGE interneuron (subcluster 290)
CS202210140_785,MGE_244_291,CCN202210140_SUBC,CS202210140_245,CCN202210140_CLUS,2,5,subcluster,#3C348F,81,MGE interneuron (subcluster 291)
CS202210140_786,MGE_244_292,CCN202210140_SUBC,CS202210140_245,CCN202210140_CLUS,2,6,subcluster,#33AD3E,296,MGE interneuron (subcluster 292)
CS202210140_787,Splat_235_293,CCN202210140_SUBC,CS202210140_236,CCN202210140_CLUS,2,10,subcluster,#D82D5F,476,Splatter (subcluster 293)
CS202210140_788,MGE_245_294,CCN202210140_SUBC,CS202210140_246,CCN202210140_CLUS,2,4,subcluster,#BDBC52,235,MGE interneuron (subcluster 294)
CS202210140_789,MGE_245_295,CCN202210140_SUBC,CS202210140_246,CCN202210140_CLUS,2,5,subcluster,#3A433E,77,MGE interneuron (subcluster 295)
CS202210140_790,MGE_245_296,CCN202210140_SUBC,CS202210140_246,CCN202210140_CLUS,2,6,subcluster,#4CD1C5,199,MGE interneuron (subcluster 296)
CS202210140_791,MGE_245_297,CCN202210140_SUBC,CS202210140_246,CCN202210140_CLUS,2,7,subcluster,#CEAFC0,114,MGE interneuron (subcluster 297)
CS202210140_792,MGE_245_298,CCN202210140_SUBC,CS202210140_246,CCN202210140_CLUS,2,8,subcluster,#CC36BE,308,MGE interneuron (subcluster 298)
CS202210140_793,MGE_242_299,CCN202210140_SUBC,CS202210140_243,CCN202210140_CLUS,2,0,subcluster,#C12E56,1001,MGE interneuron (subcluster 299)
CS202210140_794,MGE_243_300,CCN202210140_SUBC,CS202210140_244,CCN202210140_CLUS,2,0,subcluster,#C6C534,103,MGE interneuron (subcluster 300)
CS202210140_795,MGE_243_301,CCN202210140_SUBC,CS202210140_244,CCN202210140_CLUS,2,1,subcluster,#3A47C1,2693,MGE interneuron (subcluster 301)
CS202210140_796,MGE_243_302,CCN202210140_SUBC,CS202210140_244,CCN202210140_CLUS,2,2,subcluster,#4F2550,1351,MGE interneuron (subcluster 302)
CS202210140_797,MGE_243_303,CCN202210140_SUBC,CS202210140_244,CCN202210140_CLUS,2,3,subcluster,#C43EC6,2227,MGE interneuron (subcluster 303)
CS202210140_798,MGE_243_304,CCN202210140_SUBC,CS202210140_244,CCN202210140_CLUS,2,4,subcluster,#C74340,1762,MGE interneuron (subcluster 304)
CS202210140_799,MGE_243_305,CCN202210140_SUBC,CS202210140_244,CCN202210140_CLUS,2,5,subcluster,#3BA246,3290,MGE interneuron (subcluster 305)
CS202210140_800,MGE_243_306,CCN202210140_SUBC,CS202210140_244,CCN202210140_CLUS,2,6,subcluster,#3EC9BC,1836,MGE interneuron (subcluster 306)
CS202210140_801,MGE_243_307,CCN202210140_SUBC,CS202210140_244,CCN202210140_CLUS,2,7,subcluster,#BEC2BB,2864,MGE interneuron (subcluster 307)
CS202210140_802,MGE_242_308,CCN202210140_SUBC,CS202210140_243,CCN202210140_CLUS,2,1,subcluster,#42D141,982,MGE interneuron (subcluster 308)
CS202210140_803,MGE_242_309,CCN202210140_SUBC,CS202210140_243,CCN202210140_CLUS,2,2,subcluster,#4948D3,2432,MGE interneuron (subcluster 309)
CS202210140_804,MGE_242_310,CCN202210140_SUBC,CS202210140_243,CCN202210140_CLUS,2,3,subcluster,#C645C3,3465,MGE interneuron (subcluster 310)
CS202210140_805,MGE_242_311,CCN202210140_SUBC,CS202210140_243,CCN202210140_CLUS,2,4,subcluster,#534127,1750,MGE interneuron (subcluster 311)
CS202210140_806,MGE_242_312,CCN202210140_SUBC,CS202210140_243,CCN202210140_CLUS,2,5,subcluster,#2E4978,1591,MGE interneuron (subcluster 312)
CS202210140_807,MGE_242_313,CCN202210140_SUBC,CS202210140_243,CCN202210140_CLUS,2,6,subcluster,#C1B532,1621,MGE interneuron (subcluster 313)
CS202210140_808,MGE_242_314,CCN202210140_SUBC,CS202210140_243,CCN202210140_CLUS,2,7,subcluster,#41CFB7,1910,MGE interneuron (subcluster 314)
CS202210140_809,MGE_241_315,CCN202210140_SUBC,CS202210140_242,CCN202210140_CLUS,2,0,subcluster,#A5C234,748,MGE interneuron (subcluster 315)
CS202210140_810,MGE_241_316,CCN202210140_SUBC,CS202210140_242,CCN202210140_CLUS,2,1,subcluster,#4546C5,613,MGE interneuron (subcluster 316)
CS202210140_811,MGE_241_317,CCN202210140_SUBC,CS202210140_242,CCN202210140_CLUS,2,2,subcluster,#BCB3BD,721,MGE interneuron (subcluster 317)
CS202210140_812,MGE_242_318,CCN202210140_SUBC,CS202210140_243,CCN202210140_CLUS,2,8,subcluster,#B2BFB0,1044,MGE interneuron (subcluster 318)
CS202210140_813,MGE_239_319,CCN202210140_SUBC,CS202210140_240,CCN202210140_CLUS,2,0,subcluster,#34C040,614,MGE interneuron (subcluster 319)
CS202210140_814,MGE_241_320,CCN202210140_SUBC,CS202210140_242,CCN202210140_CLUS,2,3,subcluster,#3CC99F,700,MGE interneuron (subcluster 320)
CS202210140_815,MGE_241_321,CCN202210140_SUBC,CS202210140_242,CCN202210140_CLUS,2,4,subcluster,#C239CE,572,MGE interneuron (subcluster 321)
CS202210140_816,MGE_241_322,CCN202210140_SUBC,CS202210140_242,CCN202210140_CLUS,2,5,subcluster,#B33749,1451,MGE interneuron (subcluster 322)
CS202210140_817,MGE_241_323,CCN202210140_SUBC,CS202210140_242,CCN202210140_CLUS,2,6,subcluster,#3B6C3D,778,MGE interneuron (subcluster 323)
CS202210140_818,MGE_240_324,CCN202210140_SUBC,CS202210140_241,CCN202210140_CLUS,2,0,subcluster,#ACAFC2,192,MGE interneuron (subcluster 324)
CS202210140_819,MGE_240_325,CCN202210140_SUBC,CS202210140_241,CCN202210140_CLUS,2,1,subcluster,#A8773F,479,MGE interneuron (subcluster 325)
CS202210140_820,MGE_240_326,CCN202210140_SUBC,CS202210140_241,CCN202210140_CLUS,2,2,subcluster,#3963A1,656,MGE interneuron (subcluster 326)
CS202210140_821,Splat_237_327,CCN202210140_SUBC,CS202210140_238,CCN202210140_CLUS,2,8,subcluster,#41D0C1,319,Splatter (subcluster 327)
CS202210140_822,MGE_236_328,CCN202210140_SUBC,CS202210140_237,CCN202210140_CLUS,2,0,subcluster,#3B2C3A,390,MGE interneuron (subcluster 328)
CS202210140_823,MGE_236_329,CCN202210140_SUBC,CS202210140_237,CCN202210140_CLUS,2,1,subcluster,#53C1CC,543,MGE interneuron (subcluster 329)
CS202210140_824,MGE_236_330,CCN202210140_SUBC,CS202210140_237,CCN202210140_CLUS,2,2,subcluster,#3B4EC1,366,MGE interneuron (subcluster 330)
CS202210140_825,MGE_236_331,CCN202210140_SUBC,CS202210140_237,CCN202210140_CLUS,2,3,subcluster,#ABCD55,256,MGE interneuron (subcluster 331)
CS202210140_826,MGE_260_332,CCN202210140_SUBC,CS202210140_261,CCN202210140_CLUS,2,0,subcluster,#A243D0,415,MGE interneuron (subcluster 332)
